DecCrimeFedSpending,interestInElection,PRE_IntentVote,Year,Sex,PartyIDRepublican,IncSpendingServices,WeakReligiousAttendence,WorseEconomyView,AbortionRightsSC,Age,EducationLevel,Income,Race,Region,IncDefenseSpending,IncPrivateMedInsurance,RegistrationStatus,Voted,VotePresident,HH_In_Union,MaritalStatus,FedTaxesNotWasted,DecEmphasisOnTraditionalValues,swing_voter
2,2,2,2000.0,2,6,0,1,3,1,37.0,3,4,1,3,0,0,2,2,2,2,1,1,1,False
1,1,1,2000.0,2,2,0,1,5,2,34.0,3,3,1,3,0,0,2,1,1,2,1,1,1,False
2,2,2,2000.0,2,5,0,1,3,3,64.0,4,2,1,2,0,0,2,2,1,2,2,2,2,True
1,3,2,2000.0,2,3,0,3,3,4,34.0,2,1,5,3,0,0,2,1,1,2,4,0,2,True
2,3,2,2000.0,1,7,0,1,5,2,45.0,2,3,2,3,0,0,2,2,2,2,4,1,5,False
1,2,2,2000.0,2,1,0,3,4,3,82.0,1,2,1,1,0,0,2,1,1,2,5,0,1,True
1,1,4,2000.0,2,2,0,5,4,4,38.0,2,2,1,3,0,0,1,1,1,1,3,1,1,True
3,3,2,2000.0,1,7,0,5,3,4,56.0,3,4,1,3,0,0,2,2,2,2,2,1,5,False
1,2,1,2000.0,1,3,0,4,5,3,25.0,4,4,3,3,0,0,2,2,1,2,2,2,1,False
1,3,2,2000.0,2,6,0,2,2,1,47.0,3,3,1,3,0,0,2,2,2,2,1,1,1,False
1,2,1,2000.0,1,3,0,4,2,4,57.0,2,2,1,2,0,0,2,2,1,2,1,1,1,False
1,3,1,2000.0,2,1,0,1,3,1,76.0,2,1,1,2,0,0,2,2,1,2,5,1,1,False
1,3,2,2000.0,1,5,0,2,5,2,49.0,4,4,1,3,0,0,2,2,2,2,1,1,1,False
1,1,4,2000.0,1,4,0,5,2,4,37.0,2,3,1,2,0,0,2,1,1,2,1,0,2,True
1,2,1,2000.0,2,2,0,2,3,3,35.0,2,3,1,2,0,0,2,2,1,2,1,2,2,False
1,1,3,2000.0,2,6,0,1,3,2,45.0,2,2,1,2,0,0,2,1,1,2,2,2,2,True
1,2,1,2000.0,2,3,0,1,2,3,51.0,3,3,1,2,0,0,2,2,1,2,1,1,2,False
3,3,3,2000.0,1,5,0,5,3,4,78.0,4,2,1,4,0,0,2,2,1,2,5,1,1,True
1,2,1,2000.0,2,2,0,2,3,4,42.0,3,5,2,2,0,0,2,1,1,1,1,0,1,False
3,2,2,2000.0,1,3,0,4,3,4,53.0,4,1,5,4,0,0,2,2,1,2,3,1,2,True
1,3,2,2000.0,2,5,0,1,5,2,51.0,2,4,1,3,0,0,2,2,2,2,1,2,1,False
1,1,2,2000.0,2,6,0,2,3,4,35.0,4,4,1,4,0,0,2,2,2,2,1,2,1,False
1,2,1,2000.0,1,6,0,4,2,4,42.0,3,5,1,1,0,0,2,1,1,2,3,0,1,False
2,3,2,2000.0,1,7,0,2,5,1,36.0,4,4,1,2,0,0,2,2,2,2,1,1,3,False
1,3,1,2000.0,1,1,0,5,3,4,48.0,4,4,1,1,0,0,2,2,1,2,1,1,2,False
1,2,2,2000.0,2,7,0,5,3,2,66.0,2,1,1,1,0,0,2,2,2,2,4,2,1,False
2,1,1,2000.0,2,4,0,3,2,4,30.0,2,1,2,1,0,0,2,1,1,2,2,1,2,False
2,3,2,2000.0,2,6,0,1,2,2,40.0,4,3,1,3,0,0,2,2,2,2,1,2,5,False
1,2,4,2000.0,1,6,0,5,2,2,33.0,2,2,1,2,0,0,2,1,1,2,3,2,1,True
1,3,3,2000.0,1,2,0,1,2,3,33.0,3,3,2,3,0,0,2,2,1,2,1,2,1,True
2,3,1,2000.0,2,1,0,5,2,4,29.0,4,2,1,3,0,0,2,2,1,2,1,1,5,False
2,1,4,2000.0,2,4,0,3,5,2,20.0,2,3,1,3,0,0,2,2,2,2,1,2,1,True
1,3,1,2000.0,2,1,0,1,3,2,70.0,2,1,1,3,0,0,2,2,1,2,1,1,1,False
1,1,2,2000.0,1,6,0,5,3,2,66.0,2,3,1,2,0,0,2,1,1,2,1,2,2,True
1,3,1,2000.0,2,2,0,2,2,4,61.0,4,2,1,2,0,0,2,2,1,2,3,2,2,False
1,3,1,2000.0,2,1,0,1,3,1,74.0,1,1,2,3,0,0,2,2,1,2,5,1,1,False
1,3,1,2000.0,2,1,0,5,2,1,65.0,4,1,1,2,0,0,2,2,1,2,2,2,1,False
1,2,2,2000.0,2,7,0,1,2,2,55.0,4,1,1,2,0,0,2,2,2,2,3,2,1,False
1,2,2,2000.0,1,4,0,4,2,4,31.0,4,3,1,3,0,0,2,1,1,2,1,0,2,True
1,3,1,2000.0,2,1,0,3,1,1,62.0,3,2,1,3,0,0,2,2,1,2,5,1,1,False
1,3,2,2000.0,1,5,0,1,3,2,45.0,3,4,1,3,0,0,2,1,1,2,7,2,1,True
2,3,2,2000.0,1,7,0,2,3,2,74.0,4,1,1,3,0,0,2,2,2,2,1,1,1,False
1,3,1,2000.0,2,2,0,1,3,3,51.0,3,5,1,3,0,0,2,2,1,2,1,1,1,False
1,2,1,2000.0,2,6,0,4,3,4,60.0,2,3,1,3,0,0,2,1,1,2,1,2,1,False
2,3,2,2000.0,1,5,0,5,5,3,65.0,3,3,1,2,0,0,2,2,2,2,1,1,1,False
2,3,2,2000.0,1,7,0,1,3,2,59.0,4,1,1,1,0,0,2,2,2,2,1,1,1,False
1,1,1,2000.0,2,4,0,2,3,3,30.0,2,1,1,1,0,0,1,1,1,2,1,1,1,False
1,2,1,2000.0,2,1,0,2,1,3,37.0,3,3,1,3,0,0,2,2,1,2,3,2,4,False
2,2,1,2000.0,2,2,0,1,1,3,70.0,3,1,1,2,0,0,2,2,1,2,1,1,1,False
1,3,1,2000.0,2,1,0,1,2,2,82.0,2,2,1,2,0,0,2,2,1,2,5,1,1,False
1,1,4,2000.0,1,6,0,5,3,1,35.0,3,3,1,3,0,0,2,1,1,2,3,2,1,True
1,2,1,2000.0,1,1,0,1,1,4,61.0,2,3,5,3,0,0,2,1,1,2,1,0,2,False
1,2,1,2000.0,1,1,0,1,3,2,57.0,3,1,1,3,0,0,2,2,1,2,2,1,1,False
1,3,1,2000.0,2,1,0,4,1,3,57.0,2,1,2,3,0,0,2,1,1,2,1,0,2,False
1,1,4,2000.0,1,7,0,5,2,4,41.0,4,1,3,4,0,0,2,1,1,2,1,0,1,True
1,2,1,2000.0,2,1,0,1,3,3,56.0,3,4,1,1,0,0,2,2,1,1,1,2,2,False
1,3,2,2000.0,1,7,0,2,3,2,81.0,4,2,1,3,0,0,2,2,2,2,1,2,1,False
1,2,2,2000.0,2,7,0,3,5,4,35.0,3,4,1,3,0,0,2,2,2,2,1,2,1,False
3,2,1,2000.0,1,2,0,5,2,4,55.0,4,3,1,4,0,0,2,2,1,2,1,2,3,False
1,3,1,2000.0,2,2,0,3,3,3,33.0,4,3,1,2,0,0,2,2,1,2,2,2,2,False
1,1,1,2000.0,2,4,0,3,5,4,22.0,2,2,1,4,0,0,1,1,1,2,2,2,1,False
2,1,3,2000.0,1,4,0,5,5,4,24.0,3,1,1,3,0,0,2,1,1,2,2,2,1,True
1,1,1,2000.0,2,1,0,5,1,4,78.0,2,2,1,2,0,0,2,2,1,2,1,1,2,False
2,3,4,2000.0,1,7,0,5,2,4,47.0,3,3,1,4,0,0,1,1,1,1,3,1,1,True
1,1,4,2000.0,1,5,0,5,5,4,65.0,4,4,5,1,0,0,1,1,1,2,3,2,1,True
1,2,2,2000.0,2,5,0,4,2,2,79.0,4,2,1,4,0,0,2,2,2,2,5,2,2,False
1,2,1,2000.0,2,2,0,1,2,2,77.0,3,1,1,3,0,0,2,2,1,2,5,1,1,False
2,3,2,2000.0,2,7,0,1,3,4,73.0,3,2,1,1,0,0,2,2,2,2,3,1,1,False
1,1,1,2000.0,2,2,0,5,3,4,44.0,4,3,3,4,0,0,2,2,1,2,3,2,1,False
1,2,1,2000.0,2,2,0,1,3,3,74.0,2,2,1,2,0,0,2,2,1,2,1,2,2,False
1,2,1,2000.0,2,1,0,1,3,1,88.0,3,1,1,2,0,0,2,2,1,2,5,1,1,False
1,2,2,2000.0,2,0,0,2,2,2,29.0,3,1,1,2,0,0,1,1,1,2,3,2,4,True
1,1,4,2000.0,2,5,0,2,3,2,21.0,4,1,5,4,0,0,2,1,1,2,1,1,1,True
1,3,2,2000.0,2,6,0,1,2,4,76.0,2,2,1,2,0,0,2,2,2,2,5,1,1,False
2,2,2,2000.0,1,7,0,1,2,4,47.0,4,1,1,2,0,0,2,2,2,2,1,1,1,False
1,1,4,2000.0,2,4,0,4,4,2,53.0,3,1,1,4,0,0,1,1,1,2,3,1,1,True
2,2,1,2000.0,1,4,0,5,3,4,55.0,3,1,1,2,0,0,2,2,1,2,3,1,1,False
2,3,1,2000.0,2,1,0,3,4,4,45.0,3,2,2,4,0,0,2,2,1,2,3,1,1,False
2,1,1,2000.0,2,6,0,4,3,3,50.0,4,5,1,2,0,0,2,1,1,1,1,1,2,False
2,2,1,2000.0,1,1,0,3,1,2,37.0,2,3,4,4,0,0,2,1,1,2,4,0,2,False
1,1,4,2000.0,2,4,0,5,5,1,73.0,2,1,1,2,0,0,1,1,1,2,5,1,1,True
3,3,1,2000.0,2,1,0,3,3,4,51.0,4,4,1,2,0,0,2,2,1,2,1,2,3,False
3,1,2,2000.0,2,5,0,5,4,4,46.0,3,2,1,1,0,0,2,2,1,2,3,2,1,True
2,3,2,2000.0,1,6,0,5,3,2,35.0,2,2,1,2,0,0,2,2,1,2,1,2,1,True
3,2,2,2000.0,2,7,0,3,5,3,36.0,2,3,1,4,0,0,2,2,2,2,1,2,1,False
2,3,1,2000.0,1,1,0,3,4,2,65.0,1,1,1,3,0,0,2,2,1,2,3,1,1,False
1,1,2,2000.0,1,6,0,1,3,3,45.0,4,2,1,2,0,0,2,2,2,2,2,1,1,False
1,1,2,2000.0,1,4,0,5,1,4,27.0,3,3,1,3,0,0,2,1,1,2,2,1,1,True
2,2,3,2000.0,2,3,0,5,5,4,45.0,4,1,1,4,0,0,2,2,1,2,2,1,4,True
2,1,2,2000.0,1,7,0,5,5,3,32.0,2,3,1,1,0,0,2,2,2,2,1,2,1,False
1,2,2,2000.0,1,6,0,5,3,2,67.0,3,3,1,3,0,0,2,2,2,2,1,1,2,False
1,2,1,2000.0,2,2,0,4,3,4,56.0,2,3,1,1,0,0,2,2,1,1,1,1,1,False
1,2,1,2000.0,2,6,0,4,3,4,42.0,4,1,1,4,0,0,2,2,1,2,1,2,2,False
2,3,2,2000.0,1,5,0,5,2,4,39.0,2,2,1,3,0,0,2,2,2,2,3,1,1,False
2,1,3,2000.0,2,4,0,2,5,2,66.0,4,1,1,3,0,0,2,2,1,2,1,1,1,True
2,1,2,2000.0,2,6,0,1,3,3,68.0,4,3,1,3,0,0,2,2,2,2,5,1,1,False
2,3,2,2000.0,2,7,0,2,1,4,46.0,3,4,5,3,0,0,2,2,2,2,1,1,1,False
2,3,2,2000.0,1,7,0,2,3,2,63.0,4,3,1,4,0,0,2,2,2,2,1,2,1,False
2,2,1,2000.0,2,3,0,5,3,4,46.0,2,4,1,1,0,0,2,2,1,2,1,1,4,False
1,3,2,2000.0,1,7,0,3,5,2,40.0,2,3,1,1,0,0,2,2,2,2,1,2,1,False
1,1,1,2000.0,2,4,0,1,3,3,59.0,2,5,1,2,0,0,2,2,1,2,1,1,2,False
1,3,1,2000.0,2,4,0,2,1,4,41.0,4,4,1,1,0,0,2,2,1,2,1,1,2,False
1,1,2,2000.0,1,4,0,4,5,2,32.0,3,4,1,4,0,0,1,1,1,2,7,2,4,True
1,3,2,2000.0,1,7,0,1,2,3,54.0,3,4,1,3,0,0,2,2,2,2,1,1,1,False
1,2,2,2000.0,1,5,0,1,2,1,30.0,3,2,5,3,0,0,2,2,2,2,1,1,1,False
1,2,1,2000.0,2,2,0,1,2,2,62.0,1,3,6,4,0,0,2,2,1,1,1,1,1,False
2,2,1,2000.0,1,2,0,3,2,4,53.0,4,3,1,1,0,0,2,2,1,2,1,1,2,False
1,3,2,2000.0,2,6,0,1,2,2,56.0,3,3,1,2,0,0,2,2,2,2,1,2,1,False
1,3,2,2000.0,2,7,0,3,3,3,38.0,4,1,1,1,0,0,2,2,2,1,1,1,1,False
1,3,1,2000.0,2,4,0,1,3,4,70.0,3,1,1,4,0,0,2,2,1,2,3,1,1,False
1,1,1,2000.0,2,4,0,5,1,4,40.0,3,1,1,3,0,0,2,1,1,2,4,1,1,False
2,2,1,2000.0,2,2,0,4,3,4,52.0,4,2,1,3,0,0,2,2,1,2,3,1,4,False
2,3,1,2000.0,2,3,0,4,1,4,72.0,2,1,1,4,0,0,2,2,1,2,3,2,1,False
1,2,2,2000.0,1,5,0,3,5,4,31.0,4,4,6,4,0,0,2,1,1,2,2,0,1,True
1,1,2,2000.0,2,3,0,5,3,4,37.0,3,4,1,4,0,0,2,1,1,2,2,1,1,True
2,3,2,2000.0,2,7,0,1,3,1,32.0,4,2,1,2,0,0,2,2,2,2,2,2,1,False
1,2,1,2000.0,1,6,0,4,2,4,36.0,3,3,1,3,0,0,2,1,1,2,2,1,1,False
2,2,3,2000.0,1,4,0,5,5,3,47.0,4,1,1,3,0,0,2,2,1,2,2,1,5,True
1,2,2,2000.0,1,5,0,3,4,4,57.0,2,3,1,3,0,0,2,2,2,2,5,2,1,False
3,1,2,2000.0,2,5,0,5,3,4,32.0,4,1,1,3,0,0,2,2,2,2,1,1,4,False
2,2,2,2000.0,2,4,0,4,5,1,72.0,1,1,6,3,0,0,1,1,1,2,5,1,1,True
1,2,4,2000.0,2,2,0,1,5,2,61.0,2,2,1,4,0,0,1,1,1,2,5,1,1,True
2,2,1,2000.0,1,1,0,1,3,3,43.0,2,2,2,3,0,0,2,2,1,1,3,1,1,False
1,3,1,2000.0,1,3,0,1,3,2,70.0,4,3,1,4,0,0,2,2,1,2,1,1,1,False
2,2,1,2000.0,2,1,0,5,2,4,54.0,2,1,1,4,0,0,2,2,1,1,1,2,1,False
2,2,1,2000.0,1,2,0,5,1,4,46.0,4,3,1,1,0,0,2,2,1,2,1,2,1,False
1,2,2,2000.0,2,7,0,5,4,2,66.0,2,1,1,2,0,0,2,2,2,2,2,2,3,False
1,2,2,2000.0,1,5,0,5,3,4,62.0,4,1,1,4,0,0,2,2,2,2,1,1,1,False
2,1,2,2000.0,1,5,0,2,3,2,34.0,3,3,1,4,0,0,2,2,2,2,1,1,1,False
2,1,1,2000.0,2,1,0,1,1,4,67.0,2,1,2,3,0,0,2,2,1,2,1,2,1,False
1,2,2,2000.0,2,5,0,5,3,4,30.0,2,3,1,1,0,0,2,1,1,2,1,2,2,True
1,2,2,2000.0,1,5,0,3,1,2,26.0,3,2,1,4,0,0,2,2,2,2,1,2,2,False
1,3,2,2000.0,1,5,0,1,1,2,62.0,4,2,1,1,0,0,2,2,2,2,3,1,1,False
1,2,1,2000.0,1,1,0,5,3,4,28.0,2,3,1,2,0,0,2,2,1,2,1,2,2,False
2,3,1,2000.0,2,1,0,2,5,2,65.0,4,3,1,2,0,0,2,2,1,2,1,1,1,False
1,3,2,2000.0,2,1,0,1,1,1,84.0,3,1,1,3,0,0,2,1,1,2,5,1,1,True
1,3,2,2000.0,1,7,0,2,3,2,35.0,4,3,2,3,0,0,2,2,2,2,1,1,1,False
1,2,1,2000.0,2,2,0,5,5,3,51.0,3,2,4,4,0,0,2,2,1,2,1,2,1,False
1,2,1,2000.0,1,1,0,2,2,2,31.0,2,3,5,2,0,0,2,2,1,2,2,2,1,False
2,1,1,2000.0,1,1,0,5,2,4,54.0,3,4,1,4,0,0,2,2,1,2,1,2,2,False
2,2,2,2000.0,1,5,0,5,1,4,28.0,4,3,1,3,0,0,1,1,1,2,1,2,2,True
2,3,3,2000.0,2,2,0,1,2,1,82.0,2,2,4,2,0,0,2,1,1,2,5,2,1,True
1,2,2,2000.0,1,5,0,3,5,3,50.0,3,3,1,2,0,0,2,2,2,2,3,1,4,False
1,3,1,2000.0,2,4,0,5,3,2,75.0,3,3,5,3,0,0,2,2,1,1,5,1,1,False
1,3,3,2000.0,2,4,0,1,3,1,90.0,3,2,1,2,0,0,2,2,1,2,5,1,1,True
1,2,2,2000.0,2,7,0,1,3,2,51.0,3,1,1,2,0,0,2,2,2,2,1,1,1,False
1,3,1,2000.0,2,1,0,4,2,4,50.0,4,3,1,1,0,0,2,2,1,1,1,2,2,False
1,2,1,2000.0,2,4,0,5,2,2,42.0,2,1,5,3,0,0,1,1,1,2,2,1,3,False
1,1,2,2000.0,2,3,0,4,3,3,55.0,2,1,1,4,0,0,2,2,2,1,1,1,5,False
1,2,4,2000.0,1,5,0,5,3,4,30.0,2,1,1,2,0,0,1,1,1,1,1,1,2,True
2,2,3,2000.0,2,6,0,5,5,3,50.0,3,1,1,1,0,0,2,2,2,2,1,2,1,True
2,3,2,2000.0,2,5,0,1,3,2,41.0,3,4,6,2,0,0,2,2,2,2,1,1,1,False
1,2,2,2000.0,2,6,0,1,3,2,29.0,4,4,1,4,0,0,2,2,2,2,1,2,1,False
2,2,1,2000.0,2,1,0,5,2,4,60.0,2,2,1,4,0,0,2,2,1,2,3,1,2,False
3,2,1,2000.0,2,1,0,4,2,2,84.0,1,1,1,3,0,0,2,1,1,2,5,2,1,False
2,3,3,2000.0,2,4,0,4,3,4,59.0,3,2,1,2,0,0,2,2,2,2,5,1,1,True
1,1,4,2000.0,2,1,0,3,4,4,42.0,2,1,2,4,0,0,2,2,1,2,7,2,1,True
1,1,1,2000.0,1,4,0,5,3,2,55.0,2,1,1,3,0,0,2,2,1,2,3,2,2,False
1,3,1,2000.0,2,1,0,5,2,4,30.0,4,1,1,1,0,0,2,2,1,2,2,1,5,False
1,2,2,2000.0,1,4,0,1,3,3,79.0,2,2,1,2,0,0,2,2,2,2,1,1,1,False
2,3,1,2000.0,2,4,0,4,1,4,59.0,4,1,1,1,0,0,2,2,1,2,3,1,4,False
1,1,4,2000.0,1,6,0,3,5,3,35.0,2,2,1,2,0,0,2,1,1,2,1,0,1,True
1,2,2,2000.0,2,5,0,4,2,3,24.0,2,3,1,2,0,0,1,1,1,2,2,1,1,True
1,2,2,2000.0,1,6,0,4,5,2,46.0,3,4,1,2,0,0,2,1,1,1,1,0,1,True
1,3,2,2000.0,1,6,0,4,4,2,56.0,4,5,1,3,0,0,2,2,2,2,1,1,1,False
3,3,2,2000.0,1,5,0,3,3,3,64.0,4,2,6,3,0,0,2,2,2,2,1,1,1,False
1,2,4,2000.0,1,4,0,4,3,2,25.0,2,2,2,3,0,0,2,2,2,2,7,1,2,True
2,1,4,2000.0,2,4,0,3,3,1,50.0,2,2,1,3,0,0,1,1,1,2,1,1,1,True
1,3,1,2000.0,1,1,0,5,2,4,70.0,3,3,1,3,0,0,2,2,1,2,2,2,1,False
1,2,2,2000.0,2,7,0,1,2,4,66.0,2,4,1,2,0,0,2,2,2,2,5,2,1,False
2,3,2,2000.0,2,7,0,4,3,4,53.0,2,1,1,2,0,0,2,2,2,2,1,1,1,False
1,1,4,2000.0,1,3,0,2,3,3,42.0,2,2,1,2,0,0,1,1,1,2,3,2,1,True
1,2,2,2000.0,1,6,0,4,3,4,78.0,2,2,1,2,0,0,2,2,2,2,1,2,1,False
1,1,3,2000.0,2,7,0,5,3,1,40.0,3,1,1,2,0,0,2,2,2,2,3,1,1,True
1,2,2,2000.0,2,3,0,5,3,4,27.0,4,4,3,3,0,0,2,2,1,2,2,1,5,True
1,3,1,2000.0,2,2,0,1,1,3,89.0,2,1,1,3,0,0,2,2,1,2,2,1,1,False
1,2,3,2000.0,1,7,0,3,1,1,30.0,3,2,1,2,0,0,2,2,2,2,3,2,2,True
1,2,2,2000.0,2,7,0,2,3,4,41.0,4,3,1,3,0,0,2,2,2,2,1,1,2,False
1,3,1,2000.0,2,1,0,1,3,4,74.0,3,2,1,3,0,0,2,2,1,2,1,2,1,False
2,2,1,2000.0,2,1,0,1,3,3,53.0,2,2,2,3,0,0,2,1,1,2,1,0,3,False
2,2,2,2000.0,2,5,0,4,3,2,24.0,3,3,1,3,0,0,1,1,1,2,1,2,1,True
2,2,1,2000.0,1,1,0,1,2,2,43.0,4,4,1,3,0,0,2,2,1,2,1,3,2,False
1,2,1,2000.0,1,1,0,5,3,4,22.0,3,1,1,3,0,0,2,1,1,2,2,1,1,False
1,2,1,2000.0,2,1,0,1,2,1,57.0,4,3,5,3,0,0,2,1,1,2,5,1,1,False
1,1,2,2000.0,2,4,0,4,3,4,36.0,2,2,1,3,0,0,2,1,1,2,3,2,2,True
1,1,2,2000.0,2,6,0,3,5,2,44.0,2,3,1,3,0,0,2,2,2,2,1,2,1,False
1,1,2,2000.0,1,7,0,5,5,4,36.0,2,2,1,4,0,0,2,2,2,1,2,1,2,False
2,3,1,2000.0,2,4,0,5,4,1,49.0,3,2,5,4,0,0,2,1,1,2,3,1,1,False
1,3,2,2000.0,2,7,0,1,2,2,34.0,4,1,1,3,0,0,2,2,2,2,1,1,1,False
1,2,2,2000.0,2,6,0,1,3,2,34.0,4,3,5,3,0,0,2,2,2,2,1,3,1,False
1,2,2,2000.0,2,7,0,4,3,3,51.0,3,3,1,3,0,0,2,2,2,2,1,1,1,False
1,1,4,2000.0,2,6,0,1,3,2,35.0,3,2,1,3,0,0,1,1,1,2,1,1,1,True
1,1,4,2000.0,1,4,0,1,3,1,67.0,1,1,1,3,0,0,1,1,1,2,5,1,1,True
2,3,2,2000.0,1,7,0,5,3,3,57.0,3,2,1,3,0,0,2,2,2,2,1,2,3,False
2,3,1,2000.0,2,2,0,1,2,3,75.0,3,4,1,2,0,0,2,2,1,2,1,1,2,False
1,2,1,2000.0,1,3,0,3,2,2,24.0,2,2,2,3,0,0,2,2,1,1,2,1,1,False
1,3,1,2000.0,1,3,0,3,2,2,64.0,3,1,1,3,0,0,2,2,1,2,1,1,1,False
1,2,1,2000.0,2,3,0,3,3,4,38.0,3,4,1,4,0,0,2,2,1,1,1,2,4,False
1,2,1,2000.0,2,6,0,5,2,2,82.0,1,1,1,3,0,0,1,1,1,2,5,1,3,False
1,2,3,2000.0,2,3,0,1,3,2,71.0,2,1,1,3,0,0,2,2,2,2,1,1,1,True
2,2,1,2000.0,1,2,0,1,2,1,35.0,4,4,1,1,0,0,2,2,1,1,4,2,1,False
1,2,2,2000.0,1,3,0,5,5,3,58.0,3,1,1,3,0,0,2,2,2,2,3,2,1,False
1,1,1,2000.0,2,3,0,4,3,2,27.0,2,1,5,4,0,0,1,1,1,2,3,1,5,False
1,2,2,2000.0,2,4,0,5,2,2,43.0,2,3,1,3,0,0,1,1,1,1,1,1,1,True
2,3,1,2000.0,1,2,0,5,2,4,55.0,4,4,1,2,0,0,2,2,1,2,1,1,2,False
1,2,1,2000.0,2,4,0,5,1,3,59.0,2,3,1,4,0,0,2,2,1,2,1,2,1,False
2,2,1,2000.0,2,2,0,1,2,3,84.0,2,1,1,3,0,0,2,2,1,2,5,1,2,False
1,2,3,2000.0,1,6,0,5,3,3,43.0,3,2,1,3,0,0,2,2,2,2,2,1,1,True
2,1,3,2000.0,2,4,0,5,2,4,24.0,3,4,1,1,0,0,1,1,1,2,2,0,1,True
1,1,2,2000.0,2,6,0,5,3,4,43.0,3,3,1,3,0,0,2,2,2,2,1,1,3,False
1,3,1,2000.0,1,1,0,5,3,4,51.0,3,2,1,3,0,0,2,1,1,2,1,0,2,False
2,2,1,2000.0,1,1,0,2,3,4,74.0,4,3,1,4,0,0,2,2,1,2,1,2,2,False
1,2,1,2000.0,1,6,0,5,3,3,18.0,2,1,1,3,0,0,2,2,1,2,2,3,2,False
1,1,2,2000.0,1,6,0,2,3,2,40.0,4,4,1,2,0,0,2,2,2,2,1,2,1,False
2,1,4,2000.0,1,4,0,5,5,4,39.0,2,3,1,2,0,0,2,2,2,2,1,1,1,True
3,2,3,2000.0,2,5,0,2,3,3,45.0,3,1,1,2,0,0,2,2,2,2,1,2,2,True
1,2,2,2000.0,2,4,0,5,2,2,48.0,2,1,1,1,0,0,1,1,1,1,7,1,2,True
2,2,2,2000.0,1,7,0,1,3,2,39.0,4,4,1,1,0,0,2,2,2,2,1,2,2,False
1,1,2,2000.0,2,3,0,4,5,2,61.0,2,2,1,2,0,0,2,1,1,1,1,0,1,True
2,3,2,2000.0,2,7,0,5,3,4,63.0,4,4,1,3,0,0,2,2,2,2,1,1,1,False
1,3,1,2000.0,2,2,0,1,1,2,58.0,4,1,1,2,0,0,2,2,1,1,1,1,1,False
1,2,1,2000.0,1,1,0,1,2,2,31.0,4,4,1,2,0,0,2,2,1,1,1,2,1,False
1,3,3,2000.0,1,2,0,2,3,2,61.0,2,2,1,2,0,0,2,1,1,1,1,0,1,True
1,3,2,2000.0,2,7,0,5,3,4,58.0,3,3,1,3,0,0,2,2,2,2,3,1,1,False
1,3,1,2000.0,2,4,0,1,3,2,51.0,4,4,1,4,0,0,2,1,1,2,1,0,1,False
1,1,1,2000.0,2,5,0,2,2,2,57.0,3,1,5,4,0,0,2,1,1,2,3,0,1,False
1,1,4,2000.0,2,4,0,3,5,2,34.0,2,3,1,1,0,0,2,1,1,2,1,1,1,True
1,2,1,2000.0,2,1,0,4,1,3,74.0,3,1,1,1,0,0,2,2,1,2,2,1,1,False
1,1,4,2000.0,2,6,0,2,3,2,84.0,2,1,1,2,0,0,1,1,1,2,5,1,3,True
2,3,2,2000.0,2,7,0,1,3,3,80.0,2,1,1,2,0,0,2,2,2,2,5,1,1,False
1,1,4,2000.0,2,1,0,3,5,4,46.0,3,2,1,3,0,0,2,2,1,2,3,2,2,True
1,2,1,2000.0,2,2,0,1,1,2,82.0,4,2,1,3,0,0,2,2,1,2,5,1,2,False
1,1,4,2000.0,2,2,0,4,5,1,57.0,2,1,1,3,0,0,1,1,1,2,1,1,1,True
1,3,2,2000.0,2,7,0,2,5,1,66.0,3,1,1,2,0,0,2,2,2,2,5,1,1,False
1,2,2,2000.0,1,7,0,5,3,4,82.0,2,2,1,1,0,0,2,2,2,2,5,1,1,False
1,1,4,2000.0,2,2,0,5,5,1,44.0,1,1,6,2,0,0,1,1,1,2,3,1,1,True
1,2,2,2000.0,1,6,0,5,3,3,72.0,1,2,1,2,0,0,2,2,2,1,5,2,2,False
1,1,1,2000.0,2,5,0,1,1,2,72.0,4,3,1,1,0,0,2,2,2,1,1,1,1,True
1,2,2,2000.0,2,5,0,1,3,2,70.0,2,3,5,3,0,0,2,2,2,2,3,1,1,False
1,3,2,2000.0,2,7,0,1,2,2,51.0,4,4,1,2,0,0,2,2,2,2,1,1,1,False
2,2,2,2000.0,1,6,0,1,5,4,26.0,4,3,1,2,0,0,1,1,1,2,2,1,3,True
1,2,1,2000.0,2,2,0,3,3,2,33.0,3,2,1,2,0,0,2,1,1,2,1,0,2,False
2,2,2,2000.0,2,6,0,1,3,2,32.0,4,1,1,2,0,0,2,2,2,2,1,1,1,False
1,2,2,2000.0,2,7,0,1,2,3,0.0,4,4,1,1,0,0,2,2,2,2,1,1,1,False
1,2,1,2000.0,2,1,0,1,1,2,58.0,3,4,1,4,0,0,2,2,1,2,1,2,2,False
1,2,1,2000.0,2,3,0,2,1,2,37.0,3,3,2,2,0,0,2,1,1,2,1,1,1,False
2,3,2,2000.0,2,5,0,5,3,4,55.0,4,4,1,2,0,0,2,1,1,2,1,0,3,True
1,2,2,2000.0,1,6,0,2,5,3,54.0,4,4,1,2,0,0,2,2,2,2,3,1,1,False
2,3,1,2000.0,1,0,0,2,2,4,22.0,2,4,1,4,0,0,2,1,1,2,2,0,2,False
1,2,3,2000.0,1,5,0,5,5,4,49.0,4,4,1,3,0,0,2,2,2,2,1,1,2,True
